,raw_text,fraud,hacker groups,government,corporation,unrelated,darknet,cyber defense,hacking,security concepts,security products,network security,cyberwar,geopolitical,data breach,vulnerability,platform,cyber attack
523,"S3 Ep31: Apple zero-days, Flubot scammers and PHP supply chain bug [Podcast]
https://nakedsecurity.sophos.com/2021/05/06/s3-ep31-apple-zero-days-flubot-scammers-and-php-supply-chain-bug-podcast/

Latest episode - listen now! (And please share with your friends.)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
524,"Massive DDoS Attack Disrupts Belgium Parliament
https://threatpost.com/ddos-disrupts-belgium/165911/

A large-scale incident earlier this week against Belnet and other ISPs has sent a wave of internet disruption across numerous Belgian government, scientific and educational institutions.",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
525,"Ryuk Ransomware Attack Sprung by Frugal Student
https://threatpost.com/ryuk-ransomware-attack-student/165918/

The student opted for “free” software packed with a keylogger that grabbed credentials later used by ""Totoro"" to get into a biomolecular institute. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
526,"Critical Cisco SD-WAN, HyperFlex Bugs Threaten Corporate Networks
https://threatpost.com/critical-cisco-sd-wan-hyperflex-bugs/165923/

The networking giant has rolled out patches for remote code-execution and command-injection security holes that could give attackers keys to the kingdom.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
527,"Beware of Social Media Scams
https://www.mcafee.com/blogs/consumer/mobile-and-iot-security/beware-of-social-media-scams/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
528,"Social media is a great place to connect with friends and family. Unfortunately, it is also a great place for misinformation to run rampant, and it is a virtual treasure chest for cybercriminals to steal personal information. Over 25 million Canadians own a social media account, and more than 80% of the Canadian population is […]
The post Beware of Social Media Scams (https://www.mcafee.com/blogs/consumer/mobile-and-iot-security/beware-of-social-media-scams/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
529,"Qualcomm Chip Bug Opens Android Fans to Eavesdropping
https://threatpost.com/qualcomm-chip-bug-android-eavesdropping/165934/

A malicious app can exploit the issue, which could affect up to 30 percent of Android phones.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
530,"Defending Cybersecurity Can’t Be Done Blindfolded–The EU’s NIS2 Review Can Set This Right
https://www.mcafee.com/blogs/other-blogs/executive-perspectives/defending-cybersecurity-cant-be-done-blindfolded-the-eus-nis2-review-can-set-this-right/",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
531,"Cybercriminals are currently enjoying a golden age, with the volume and severity of attacks growing constantly, and an ability to commit hostile acts with impunity. The EU, in its overhaul of cybersecurity laws dubbed NIS2, is committed to ensuring that what’s illegal offline should also be illegal online. For that to happen, cybersecurity researchers need […]
The post Defending Cybersecurity Can’t Be Done Blindfolded–The EU’s NIS2 Review Can Set This Right (https://www.mcafee.com/blogs/other-blogs/executive-perspectives/defending-cybersecurity-cant-be-done-blindfolded-the-eus-nis2-review-can-set-this-right/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
532,"Hacking & Cracking Windows Password by Just a PDF File
https://www.ehacking.net/2021/05/hacking-cracking-windows-password-by-just-a-pdf-file.html

Passwords are always our first and, in cases, sole line of protection from attackers. If an intruder does not possess direct accessibility to a system, they may also use the remote desktop interface to connect to a server or a system. Password hacking and cracking are the most important topic amongst hackers and pentesters. This […]
The post Hacking & Cracking Windows Password by Just a PDF File (https://www.ehacking.net/2021/05/hacking-cracking-windows-password-by-just-a-pdf-file.html) appeared first on Ehacking (https://www.ehacking.net/).",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
533,"80% of Net Neutrality Comments to FCC Were Fudged
https://threatpost.com/net-neutrality-comments-fcc-fudged/165943/

NY's AG: Millions of fake comments – in favor and against –  came from a secret broadband-funded campaign or from a 19-year-old's fake identities.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
534,"How to Remain Secure While Using Running Apps
https://www.mcafee.com/blogs/consumer/how-to-remain-secure-while-using-running-apps/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
535,"When gyms were forced to close last year, you likely looked for other ways to get some exercise and stay active during quarantine. From investing in a few pairs of dumbbells or perhaps downloading an app or two to help you track your workouts, you found alternatives to help you break a sweat. As an accessible, easy way to release endorphins, running quickly […]
The post How to Remain Secure While Using Running Apps (https://www.mcafee.com/blogs/consumer/how-to-remain-secure-while-using-running-apps/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
536,"RSA Conference 2021: The Best Place to Strengthen Your Resilience
https://www.mcafee.com/blogs/enterprise/rsa-conference-2021-the-best-place-to-strengthen-your-resilience/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
537,"This year’s RSA Conference will look a little different. Instead of booking flights and hotel rooms in the busy city of San Francisco, we’ll be powering up computers in our home office with family in the next room. We’ve all had a tumultuous year and with that comes resilience, which is also this year’s conference […]
The post RSA Conference 2021: The Best Place to Strengthen Your Resilience (https://www.mcafee.com/blogs/enterprise/rsa-conference-2021-the-best-place-to-strengthen-your-resilience/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
538,"iPhone Hack Allegedly Used to Spy on China’s Uyghurs
https://threatpost.com/iphone-hack-spying-china-uyghurs/165950/

U.S. intelligence said that the Chaos iPhone remote takeover exploit was used against the minority ethnic group before Apple could patch the problem.",0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1
539,"Major U.S. Pipeline Crippled in Ransomware Attack
https://threatpost.com/pipeline-crippled-ransomware/165963/

Colonial Pipeline Company says it is the victim of a cyberattack that forced the major provider of liquid fuels to the East Coast to temporarily halted all pipeline operations.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
540,"Understand Encryption, Hashing, Encoding, and Obfuscation
https://www.ehacking.net/2021/05/understand-encryption-hashing-encoding-and-obfuscation.html

You are mistaken if you believe Encryption, Hashing, Encoding, and Obfuscation are similar terms! Despite their apparent similarity, they are all opposed. This article discusses the structure and difference between hashing, encryption, encoding, and obfuscation. But first, let’s discuss some security terms. Confidentiality refers to preventing unauthorized entities from accessing data and ensuring that actual […]
The post Understand Encryption, Hashing, Encoding, and Obfuscation (https://www.ehacking.net/2021/05/understand-encryption-hashing-encoding-and-obfuscation.html) appeared first on Ehacking (https://www.ehacking.net/).",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
541,"More Apps for Younger Users Emerging. Here’s What Parents Need to Know.
https://www.mcafee.com/blogs/consumer/family-safety/more-apps-for-younger-users-emerging-heres-what-parents-need-to-know/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
542,"More and more social platforms are coming up with safer ways for younger kids to access their apps. The most recent announcement comes from Facebook who is reportedly creating a version of Instagram for kids 13 and under. It’s a family safety win to see so many companies (YouTube, TikTok, and Facebook have parental control channels) making changes. That’s because […]
The post More Apps for Younger Users Emerging. Here’s What Parents Need to Know. (https://www.mcafee.com/blogs/consumer/family-safety/more-apps-for-younger-users-emerging-heres-what-parents-need-to-know/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
543,"Gartner names McAfee a Leader in 2021 Magic Quadrant for Endpoint Protection Platforms
https://www.mcafee.com/blogs/enterprise/gartner-names-mcafee-a-leader-in-2021-magic-quadrant-for-endpoint-protection-platforms/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
544,"At McAfee, we believe no one person, product or organization can combat cybercrime alone. That is why we continue to build our device-to-cloud security platform on the premise of working together – together with customers, partners and even other cybersecurity vendors. We continue this fight against the greatest challenges of our digital age: cybercrime. As part of […]
The post Gartner names McAfee a Leader in 2021 Magic Quadrant for Endpoint Protection Platforms (https://www.mcafee.com/blogs/enterprise/gartner-names-mcafee-a-leader-in-2021-magic-quadrant-for-endpoint-protection-platforms/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
545,"Never say never! Warren Buffett caught up in integer overflow error…
https://nakedsecurity.sophos.com/2021/05/10/never-say-never-warren-buffett-caught-up-in-integer-overflow-error/

640Kbytes of RAM should be enough for anyone...",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
546,"Seeking Reconnection: Internet Usage and the Return to Travel
https://www.mcafee.com/blogs/consumer/consumer-threat-reports/seeking-reconnection-internet-usage-and-the-return-to-travel/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
547,"Even as the internet kept us connected with family and friends during the pandemic, people remain understandably eager to reconnect in person as vaccines roll out and restrictions ease. In fact, people are making travel plans accordingly. Nearly two-thirds (64%) of people worldwide said that they’re planning to travel for leisure this year. And, as always, they’re bringing their devices with them.  These are a few of the top-line findings from […]
The post Seeking Reconnection: Internet Usage and the Return to Travel (https://www.mcafee.com/blogs/consumer/consumer-threat-reports/seeking-reconnection-internet-usage-and-the-return-to-travel/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
548,"“Fool’s Gold”: Questionable Vaccines, Bogus Results, and Forged Cards
https://www.mcafee.com/blogs/other-blogs/mcafee-labs/fools-gold-questionable-vaccines-bogus-results-and-forged-cards/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
549,"Preface Countries all over the world are racing to achieve so-called herd immunity against COVID-19 by vaccinating their populations. From the initial lockdown to the cancellation of events and the prohibition of business travel, to the reopening of restaurants, and relaxation of COVID restrictions on outdoor gatherings, the vaccine rollout has played a critical role […]
The post “Fool’s Gold”: Questionable Vaccines, Bogus Results, and Forged Cards (https://www.mcafee.com/blogs/other-blogs/mcafee-labs/fools-gold-questionable-vaccines-bogus-results-and-forged-cards/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
550,"Lemon Duck Cryptojacking Botnet Changes Up Tactics
https://threatpost.com/lemon-duck-cryptojacking-botnet-tactics/165986/

The sophisticated threat is targeting Microsoft Exchange servers via ProxyLogon in a wave of fresh attacks against North American targets.",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
551,"Colonial Pipeline’s Ransomware Attack Sparks Emergency Declaration
https://threatpost.com/colonial-pipeline-ransomware-emergency-declaration/165977/

Security researchers mull possible perpetrators of the attack, and warned that the incident could be a harbinger of things to come. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
552,"DarkSide Wanted Money, Not Disruption from Colonial Pipeline Attack
https://threatpost.com/darkside-wanted-money-not-disruption/166016/

Statement by the ransomware gang suggests that the incident that crippled a major U.S. oil pipeline may not have exactly gone to plan for overseas threat actors.",0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
553,"Apple AirTag jailbroken already – hacked in rickroll attack
https://nakedsecurity.sophos.com/2021/05/11/apple-airtag-jailbroken-already-hacked-in-rickroll-attack/

Ooooh, look! A shiny button-like object!",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
554,"200K Veterans’ Medical Records Likely Stolen by Ransomware Gang
https://threatpost.com/veterans-medical-records-ransomware/166025/

Analyst finds ransomware evidence, despite a contractor's denial of compromise.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
555,"Cloud Native Security Approach Comparisons
https://www.mcafee.com/blogs/enterprise/cloud-security/cloud-native-security-approach-comparisons/",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
556,"Vinay Khanna, Ashwin Prabhu & Sriranga Seetharamaiah also contributed to this article.  In the Cloud, security responsibilities are shared between the Cloud Service Provider (CSP) and Enterprise Security teams. To enable Security teams to provide compliance, visibility, and control across the application stack, CSPs and security vendors have added various innovative approaches across the different layers. […]
The post Cloud Native Security Approach Comparisons (https://www.mcafee.com/blogs/enterprise/cloud-security/cloud-native-security-approach-comparisons/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
557,"Shifting Threats in a Changed World: Edge, IoT and Vaccine Fraud
https://threatpost.com/threats-edge-iot-vaccine-fraud/166029/

Aamir Lakhani, researcher at FortiGuard Labs, discusses leading-edge threats related to edge access/browsers/IoT, and the COVID-19 vaccine, as a way of getting into larger organizations.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
558,"Fake Chrome App Anchors Rapidly Worming ‘Smish’ Cyberattack
https://threatpost.com/fake-chrome-app-worming-smish-cyberattack/166038/

An ingenious attack on Android devices self-propagates, with the potential for a range of damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
559,"Hackers Leverage Adobe Zero-Day Bug Impacting Acrobat Reader
https://threatpost.com/adobe-zero-day-bug-acrobat-reader/166044/

A patch for Adobe Acrobat, the world’s leading PDF reader, fixes a vulnerability under active attack affecting both Windows and macOS systems that could lead to arbitrary code execution.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
560,"GitHub Prepares to Move Beyond Passwords
https://threatpost.com/github-security-keys-passwords/166054/

GitHub adds support for FIDO2 security keys for Git over SSH to fend off account hijacking and further its plan to stick a fork in the security bane of passwords.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
561,"Wormable Windows Bug Opens Door to DoS, RCE
https://threatpost.com/wormable-windows-bug-dos-rce/166057/

Microsoft's May 2021 Patch Tuesday updates include fixes for four critical security vulnerabilities.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
562,"TeaBot Trojan Targets Banks via Hijacked Android Handsets
https://threatpost.com/teabot-trojan-targets-banks-android/166075/

Malware first observed in Italy can steal victims’ credentials and SMS messages as well as livestream device screens on demand.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
563,"Tempted by cryptocoins? Fake trading apps get personal…
https://nakedsecurity.sophos.com/2021/05/12/tempted-by-cryptocoins-fake-trading-apps-get-personal/

All that glisters is not gold/Often have you heard that told/Gilded tombs do worms enfold",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
564,"5 Ways to Protect Your Online Privacy
https://www.mcafee.com/blogs/consumer/consumer-cyber-awareness/5-ways-to-protect-your-online-privacy/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
565,"When you open your laptop or your mobile device, what is the first thing you do? Do you head to your favorite social media site to skim the latest news, or do you place your weekly grocery delivery order? No matter what your daily online habits are, even the slightest degree of caution can go a long way in staying secure online. That’s because […]
The post 5 Ways to Protect Your Online Privacy (https://www.mcafee.com/blogs/consumer/consumer-cyber-awareness/5-ways-to-protect-your-online-privacy/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
566,"‘FragAttacks’: Wi-Fi Bugs Affect Millions of Devices
https://threatpost.com/fragattacks-wifi-bugs-millions-devices/166080/

Wi-Fi devices going back to 1997 are vulnerable to attackers who can steal your data if they're in range.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
567,"Gig Workers Paid $500 for Payroll Passwords
https://threatpost.com/gig-workers-paid-payroll-passwords/166086/

Argyle is paying workers to help hack payroll providers, researchers suspect.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
568,"What the MITRE Engenuity ATT&CK® Evaluations Means to SOC Teams
https://www.mcafee.com/blogs/enterprise/security-operations/what-the-mitre-engenuity-attck-evaluations-means-to-soc-teams/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
569,"SOCwise Weighs In When the infamous Carbanak cyberattack rattled an East European bank three years ago this month few would have guessed it would later play a starring role in the MITRE Engenuity™ enterprise evaluations of cybersecurity products from ourselves and 28 other vendors. We recently shared the results of this extensive testing and in […]
The post What the MITRE Engenuity ATT&CK® Evaluations Means to SOC Teams (https://www.mcafee.com/blogs/enterprise/security-operations/what-the-mitre-engenuity-attck-evaluations-means-to-soc-teams/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
570,"Major HTTP Vulnerability in Windows Could Lead to Wormable Exploit
https://www.mcafee.com/blogs/other-blogs/mcafee-labs/major-http-vulnerability-in-windows-could-lead-to-wormable-exploit/",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
571,"Today, Microsoft released a highly critical vulnerability (CVE-2021-31166) in its web server http.sys. This product is a Windows-only HTTP server which can be run standalone or in conjunction with IIS (Internet Information Services) and is used to broker internet traffic via HTTP network requests. The vulnerability is very similar to CVE-2015-1635, another Microsoft vulnerability in […]
The post Major HTTP Vulnerability in Windows Could Lead to Wormable Exploit (https://www.mcafee.com/blogs/other-blogs/mcafee-labs/major-http-vulnerability-in-windows-could-lead-to-wormable-exploit/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
572,"Telegram Fraudsters Ramp Up Forged COVID-19 Vaccine Card Sales
https://threatpost.com/telegram-forged-covid-19-vaccine-cards/166093/

A new type of fraud is spiking across the platform: Selling fake vax records to people who want to lie their way into places where proof of vaccine is required.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,"Researchers Flag e-Voting Security Flaws
https://threatpost.com/e-voting-security-flaws/166110/

Paper ballots and source-code transparency are recommended to improve election security.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
574,"Pipeline Update: Biden Executive Order, DarkSide Detailed and Gas Bags
https://threatpost.com/pipeline-biden-darkside-gas-bags/166112/

FBI/CISA warn about the RaaS network behind the Colonial hack, Colonial restarts operations, and researchers details groups that rent the ransomware.",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
575,"Five Critical Password Security Rules Your Employees Are Ignoring
https://threatpost.com/5-password-security-rules-employees-ignoring/165686/

According to Keeper Security’s Workplace Password Malpractice Report, many remote workers aren’t following best practices for password security.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
576,"Apple’s ‘Find My’ Network Exploited via Bluetooth
https://threatpost.com/apple-find-my-exploited-bluetooth/166121/

The ‘Send My’ exploit can use Apple's locator service to collect and send information from nearby devices for later upload to iCloud servers.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
577,"Fresh Loader Targets Aviation Victims with Spy RATs
https://threatpost.com/loader-aviation-spy-rats/166133/

The campaign is harvesting screenshots, keystrokes, credentials, webcam feeds, browser and clipboard data and more, with RevengeRAT or AsyncRAT payloads.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
578,"S3 Ep32: AirTag jailbreak, Dell vulns, and a never-ending scam [Podcast]
https://nakedsecurity.sophos.com/2021/05/13/s3-ep32-airtag-jailbreak-dell-vulns-and-a-never-ending-scam-podcast/

Latest episode - listen now!",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
579,"3 Tips to a Holistic Online Security Approach
https://www.mcafee.com/blogs/consumer/consumer-cyber-awareness/3-tips-to-a-holistic-online-security-approach/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
580,"Cybersecurity is often used as a blanket term to address online safety. Cybersecurity can refer to the software used to protect your devices, but it can also refer to the processes you put in place to protect yourself from online threats. Whether you’re implementing best practices, building awareness of security threats, or installing security software, taking a holistic approach to online […]
The post 3 Tips to a Holistic Online Security Approach (https://www.mcafee.com/blogs/consumer/consumer-cyber-awareness/3-tips-to-a-holistic-online-security-approach/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
581,"Beyond MFA: Rethinking the Authentication Key
https://threatpost.com/mfa-rethinking-authentication-key/166136/

Tony Lauro, director of security technology and strategy at Akamai, discusses hardware security dongles and using phones to act as surrogates for them.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
582,"Ransomware Going for $4K on the Cyber-Underground
https://threatpost.com/ransomware-4k-cyber-underground/166145/

An analysis of three popular forums used by ransomware operators reveals a complex ecosystem with many partnerships.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
583,"Colonial Pipeline Shells Out $5M in Extortion Payout, Report
https://threatpost.com/colonial-pays-5m/166147/

According to news reports, Colonial Pipeline paid the cybergang known as DarkSide the ransom it demanded in return for a decryption key.",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
584,"Gamers beware! Crooks take advantage of MSI download outage…
https://nakedsecurity.sophos.com/2021/05/14/gamers-beware-crooks-take-advantage-of-msi-download-outage/

Vendor's site offline? Can't wait for your download? Tempted to go trawling through the underweb to find an ""unofficial"" version?",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
585,"How to Get into the Bug-Bounty Biz: The Good, Bad and Ugly
https://threatpost.com/how-to-bug-bounties/165657/

Experts from Intel, GitHub and KnowBe4 weigh in on what you need to succeed at security bug-hunting.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
586,"Ransomware’s New Swindle: Triple Extortion
https://threatpost.com/ransomwares-swindle-triple-extortion/166149/

Ransomware attackers are now demanding cash from the customers of victims too.  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
587,"DarkSide Ransomware Victims Sold Short
https://www.mcafee.com/blogs/other-blogs/mcafee-labs/darkside-ransomware-victims-sold-short/",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
588,"Over the past week we have seen a considerable body of work focusing on DarkSide, the ransomware responsible for the recent gas pipeline shutdown. Many of the excellent technical write-ups will detail how it operates an affiliate model that supports others to be involved within the ransomware business model (in addition to the developers). While […]
The post DarkSide Ransomware Victims Sold Short (https://www.mcafee.com/blogs/other-blogs/mcafee-labs/darkside-ransomware-victims-sold-short/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
589,"Verizon: Pandemic Ushers in ⅓ More Cyber-Misery
https://threatpost.com/verizon-pandemic-cyber-misery/166168/

The DBRI – Verizon’s 2021 data breach report – shows spikes in sophisticated phishing, financially motivated cyberattacks and a criminal focus on web-application servers.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
590,"‘Scheme Flooding’ Allows Websites to Track Users Across Browsers
https://threatpost.com/scheme-flooding-website-tracking/166185/

A flaw that allows browsers to enumerate applications on a machine threatens cross-browser anonymity in Chrome, Firefox, Microsoft Edge, Safari and even Tor.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
591,"DarkSide Ransomware Suffers ‘Oh, Crap!’ Server Shutdowns
https://threatpost.com/darksides-servers-shutdown/166187/

The RaaS that crippled Colonial Pipeline lost the servers  it uses to pull off ransomware attacks, while REvil’s gonads shrank in response.",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
592,"Don’t Sweat Your Security: How to Safely Incorporate IoT Into Your Fitness Routine
https://www.mcafee.com/blogs/consumer/mobile-and-iot-security/how-to-keep-you-fitness-iot-devices-secured/",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
593,"Many have seamlessly transitioned their fitness regimens out of the gym and into the living room since the start of the COVID-19 pandemic, thanks in part to the use of IoT devices. IoT (Internet of Things) denotes the web of interconnected physical devices embedded with sensors and software to collect and share information via the internet. The most common IoT devices used for virtual […]
The post Don’t Sweat Your Security: How to Safely Incorporate IoT Into Your Fitness Routine (https://www.mcafee.com/blogs/consumer/mobile-and-iot-security/how-to-keep-you-fitness-iot-devices-secured/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
594,"Apple AirTag hacked again – free internet with no mobile data plan!
https://nakedsecurity.sophos.com/2021/05/14/apple-airtags-hacked-again-free-internet-with-no-mobile-data-plan/

More phun with Apple AirTags! Free internet, no data plan required... but it's s-l-o-o-o-w.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
595,"FIN7 Backdoor Masquerades as Ethical Hacking Tool
https://threatpost.com/fin7-backdoor-ethical-hacking-tool/166194/

The financially motivated cybercrime gang behind the Carbanak RAT is back with the Lizar malware, which can harvest all kinds of info from Windows machines.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
596,"How Apple’s AirTag turns us into unwitting spies in a vast surveillance network
https://www.theguardian.com/technology/2021/may/17/how-apples-airtag-turns-us-into-unwitting-spies-in-a-vast-surveillance-network

The tech giant says it has security safeguards in place. But these tracking devices can be hacked and put to other nefarious purposesApple has launched the latest version of its operating system, iOS 14.5, which features the much-anticipated app tracking transparency function, bolstering the tech giant’s privacy credentials.But iOS 14.5 also introduced support for the new Apple AirTag (https://www.theguardian.com/technology/2021/apr/20/apple-launches-new-imac-and-ipad-pro), which risks doing the opposite. Related: Apple launches new iMac, iPad Pro, AirTags and Podcast subscriptions (https://www.theguardian.com/technology/2021/apr/20/apple-launches-new-imac-and-ipad-pro) Being around someone with an AirTag is *very* annoying  pic.twitter.com/GZj8ZeTCck (https://t.co/GZj8ZeTCck)A security researcher has found out the microcontroller inside Apple's #AirTag (https://twitter.com/hashtag/AirTag?src=hash&ref_src=twsrc%5Etfw) can be reprogrammed, opening the door to AirTag modifications and potential malicious uses. https://t.co/PAKPZab7Ov pic.twitter.com/UVTvPl41Sn (https://t.co/UVTvPl41Sn)Amazon Sidewalk could help extend the reach of your Wi-Fi, but the company's data-collection habits may outweigh the feature's benefits. https://t.co/gcCKqLJDFy Continue reading... (https://www.theguardian.com/technology/2021/may/17/how-apples-airtag-turns-us-into-unwitting-spies-in-a-vast-surveillance-network)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
597,"How to Detect Threat Using KFSensor Honeypot?
https://www.ehacking.net/2021/05/how-to-detect-threat-using-kfsensor-honeypot.html

For different available loopholes, the majority of hackers all around the world are focused on attacking Windows users and servers. This article demonstrates the process of detecting threats/attacks using honeypot in the windows system. What is Honeypot? Honeypot impersonates a real server to deceive hackers and deflect their attacks. A honeypot must be better integrated […]
The post How to Detect Threat Using KFSensor Honeypot? (https://www.ehacking.net/2021/05/how-to-detect-threat-using-kfsensor-honeypot.html) appeared first on Ehacking (https://www.ehacking.net/).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
598,"3 Reasons Why You Need Mobile App Development
https://www.ehacking.net/2021/05/3-reasons-why-you-need-mobile-app-development.html

The advent of mobile app development has paved the way for the business landscape to have a dramatic transition. There has been a shift from traditional physical store dependence to business digitalization. Doing businesses nowadays is just at the fingertips. The target customers are those people who have been using the Internet and who have […]
The post 3 Reasons Why You Need Mobile App Development (https://www.ehacking.net/2021/05/3-reasons-why-you-need-mobile-app-development.html) appeared first on Ehacking (https://www.ehacking.net/).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
599,"“Those aren’t my kids!” – Eufy camera owners report video mixups
https://nakedsecurity.sophos.com/2021/05/17/those-arent-my-kids-eufy-camera-owners-report-video-mixups/

Hey, that's not my kitchen! Those aren't my kids! And that dreadful wallpaper's certainly not mine!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
600,"CISOs Struggle to Cope with Mounting Job Stress
https://threatpost.com/cisos-struggle-job-stress/166221/

Pandemic and evolving IT demands are having a major, negative impact on CISO’s mental health, a survey found.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
